url,meta_refresh,meta_title,meta_description,meta_keywords,logo,logo_alt,img1,img2,img3,img1_alt,img2_alt,img3_alt,change_link,brand_name,prod_name,text1,text2
shop_menu/set/item/10000.php,,KTS-web 工賃SETメニュー KTS SC DAMPER SYSTEM β取付SETメニュー,高性能・多機能・低価格を実現したKTSオリジナル車高調の取付SETメニューです。アライメント測定・調整込み！！,"KTS,SC DAMPER SYSTEM β,車高調,アライメント測定・調整,取付,工賃",img/kts_db_00.jpg,KTS SC DAMPER SYSTEM β,,,,,,,,,,,
shop_menu/set/item/10001.php,,KTS-web 工賃セットメニュー Swift 直巻きレーシングサスペンションスプリング,専用材高強度鋼線の採用により、耐疲労・耐へたり性に優れているほか、大幅な軽量化を実現しています。独自の加工により、高応力域での使用を実現。柔軟かつ強剛な特性が得られます。また、スプリングの軽量化により復帰速度（回復性）を従来に比べ約10％向上。路面に対する追従性、コーナリング時のより早い車体の安定性、スムーズな操舵性を実現します。,,/assets/img/brand/img/1088.gif,直巻きレーシングサスペンションスプリング,,,,,,,/shop_menu/sale/item/10001.php,Swift[スイフト],直巻きレーシングサスペンションスプリング,専用材高強度鋼線の採用により、耐疲労・耐へたり性に優れているほか、大幅な軽量化を実現しています。独自の加工により、高応力域での使用を実現。柔軟かつ強剛な特性が得られます。また、スプリングの軽量化により復帰速度（回復性）を従来に比べ約10％向上。路面に対する追従性、コーナリング時のより早い車体の安定性、スムーズな操舵性を実現します。取付詳細はコチラ,・材質:専用材高強度鋼線H5S・TW・運動性能:復帰速度(回復性)を従来比約10％向上・ID:60/65/70/75(LONG)mm
shop_menu/set/item/10002.php,,KTS-web 工賃セットメニュー A'PEXi N1 evolution DAMPER,サーキットと公道、その異なるドライビングスタイルとステージにおける最適な特性とフィーリングを実現するためにパーツ1点1点に至るまで妥協無く設計が行われた、A'PEXi究極のフットワークがN1エボリューションダンパーです。リニアなコントロール性、静粛性、しなやかな乗り心地。時に相反するこれらの要素を高度な次元で成立させています。,,/assets/img/brand/img/1008.gif,N1 evolution DAMPER,,,,,,,/shop_menu/sale/item/10002.php,A'PEXi[アペックス],N1 evolution DAMPER[N1エボリューションダンパー],サーキットと公道、その異なるドライビングスタイルとステージにおける最適な特性とフィーリングを実現するためにパーツ1点1点に至るまで妥協無く設計が行われた、A'PEXi究極のフットワークがN1エボリューションダンパーです。リニアなコントロール性、静粛性、しなやかな乗り心地。時に相反するこれらの要素を高度な次元で成立させています。,・特殊樹脂圧着φ46ピストンがフリクションロスと静粛性を向上 ・アッパーマウントは超剛性ピロボールマウントを使用 ・劣化に強い専用ダンパーフルードが安定した減衰力を維持 ・25段階の減衰力調整と全長調整機能を全タイプに搭載 ・軽量でしなやかなN1スプリングIIを使用 ・O/H及び減衰力リセッティングに完全対応
shop_menu/set/item/10003.php,,KTS-web 工賃セットメニュー Aragosta TYPE-S,アラゴスタの原点となる最上級スペック搭載のスポーツ性能を有するモデル。TYPE-Sの『S』はスポーツコンセプトの『S』です。ワインディングからサーキット走行まで最適な乗り味を実現します。リニアなハンドリングや切れ目のないトラクション性能も秀逸。しなやかにして適度な硬さが生む爽快性をマキシマムに体感できるキットです。,,/assets/img/brand/img/1010.gif,TYPE-S,,,,,,,/shop_menu/sale/item/10003.php,Aragosta[アラゴスタ],TYPE-S[タイプS],アラゴスタの原点となる最上級スペック搭載のスポーツ性能を有するモデル。TYPE-Sの『S』はスポーツコンセプトの『S』です。ワインディングからサーキット走行まで最適な乗り味を実現します。リニアなハンドリングや切れ目のないトラクション性能も秀逸。しなやかにして適度な硬さが生む爽快性をマキシマムに体感できるキットです。,・鍛造アルミシリンダー+カシマコーティング・Φ40/Φ46倒立ストラット+WPC加工・高剛性スティールシリンダー+カチオン塗装・ピロアッパーマウント/ラバーアッパーマウント・全長調整機能/20段減衰力調整機能・rana spring※車種によりTYPEそれぞれの仕様は異なります。詳しくは詳細ページをご確認ください。
shop_menu/set/item/10004.php,,KTS-web 工賃セットメニュー Aragosta TYPE-P,ローダウン＆クルージング性能に優れたラグジュアリー専用モデル。TYPE-Pの『P』はプレミアムコンセプトの『P』です。最上のスペックを活用しウエイト、ボディサイズ、ホイールベース等に適したコンフォート性、ハイスピードクルージング特性を実現しています。ローダウンスタイルでの高トラクション性能、フラットライドが堪能できます。,,/assets/img/brand/img/1010.gif,TYPE-P,,,,,,,/shop_menu/sale/item/10004.php,Aragosta[アラゴスタ],TYPE-P[タイプP],ローダウン＆クルージング性能に優れたラグジュアリー専用モデル。TYPE-Pの『P』はプレミアムコンセプトの『P』です。最上のスペックを活用しウエイト、ボディサイズ、ホイールベース等に適したコンフォート性、ハイスピードクルージング特性を実現しています。ローダウンスタイルでの高トラクション性能、フラットライドが堪能できます。,・鍛造アルミシリンダー+カシマコーティング・Φ40/Φ46倒立ストラット+WPC加工・高剛性スティールシリンダー+カチオン塗装・ピロアッパーマウント/ラバーアッパーマウント・全長調整機能/20段減衰力調整機能・rana spring※車種によりTYPEそれぞれの仕様は異なります。詳しくは詳細ページをご確認ください。
shop_menu/set/item/10005.php,,KTS-web 工賃セットメニュー Aragosta TYPE-SS,TYPE-SS[スーパースポーツコンセプト]は走りの可能性を拡げるサブタンク仕様です。TYPE-Sをベースに減衰力の伸び側/縮み側を個別に調整可能な2WAYサブタンクを搭載。あらゆるフィールドでよりキメの細かいセッティングを実現。用途、減衰力、スプリング等、完全フルオーダーに対応します。,,/assets/img/brand/img/1010.gif,TYPE-SS,,,,,,,/shop_menu/sale/item/10005.php,Aragosta[アラゴスタ],TYPE-SS[タイプSS],TYPE-SS[スーパースポーツコンセプト]は走りの可能性を拡げるサブタンク仕様です。TYPE-Sをベースに減衰力の伸び側/縮み側を個別に調整可能な2WAYサブタンクを搭載。あらゆるフィールドでよりキメの細かいセッティングを実現。用途、減衰力、スプリング等、完全フルオーダーに対応します。,"・TYPE-S＋2WAYサブタンク・ピロアッパーマウント・2WAY：伸び側/縮み側個別の減衰力調整機構（伸び側20段/縮み側11段すべてで減衰力が低速からリニアに変化）・3WAY：オプション（+￥30,000・税込）にて2WAYに微低速域の縮み側減衰力調整機構を追加（12段調整）※車種によりTYPEそれぞれの仕様は異なります。詳しくは詳細ページをご確認ください。"
shop_menu/set/item/10006.php,,KTS-web 工賃セットメニュー Aragosta TYPE-E,TYPE-E[コンフォートコンセプト]はストリート性能を優先した信頼の乗り味のベーシックモデルです。街乗りからワインディングをターゲットに乗り心地とスポーツ性を高次元両立。専用パーツが初期減衰特性を向上させ路面の轍、舗装の繋ぎ目も包み込むようなフラット性能を実現しました。ローダウン派にも最適です。,,/assets/img/brand/img/1010.gif,TYPE-E,,,,,,,/shop_menu/sale/item/10006.php,Aragosta[アラゴスタ],TYPE-E[タイプE],TYPE-E[コンフォートコンセプト]はストリート性能を優先した信頼の乗り味のベーシックモデルです。街乗りからワインディングをターゲットに乗り心地とスポーツ性を高次元両立。専用パーツが初期減衰特性を向上させ路面の轍、舗装の繋ぎ目も包み込むようなフラット性能を実現しました。ローダウン派にも最適です。,・Φ40/Φ46高剛性スティールシリンダー+カチオン塗装・Φ46正立ストラット・ピロ/ラバー/純正アッパーマウント・全長調整機能/20段減衰力調整機能・rana spring※車種によりTYPEそれぞれの仕様は異なります。詳しくは詳細ページをご確認ください。
shop_menu/set/item/10007.php,,KTS-web 工賃セットメニュー Aragosta TYPE-C,軽快なスポーツフィールと乗り心地を融合したコンパクトスポーツならではの軽快なハンドリングに磨きを掛ける一方、車両キャラクターに応じて上質感のある乗り心地も反映。いずれも秀逸な旋回性能、信頼のトラクション性能を発揮します。コンパクトカーの特性にフォーカスした専用モデル,,/assets/img/brand/img/1010.gif,TYPE-C,,,,,,,/shop_menu/sale/item/10007.php,Aragosta[アラゴスタ],TYPE-C[タイプC],軽快なスポーツフィールと乗り心地を融合したコンパクトスポーツならではの軽快なハンドリングに磨きを掛ける一方、車両キャラクターに応じて上質感のある乗り心地も反映。いずれも秀逸な旋回性能、信頼のトラクション性能を発揮します。コンパクトカーの特性にフォーカスした専用モデル,・Φ40/Φ46高剛性スティールシリンダー+カチオン塗装・Φ46正立ストラット・ピロ/ラバー/純正アッパーマウント・全長調整機能/20段減衰力調整機能・rana spring※車種によりTYPEそれぞれの仕様は異なります。詳しくは詳細ページをご確認ください。
shop_menu/set/item/10008.php,,KTS-web 工賃セットメニュー Aragosta TYPE-W,ワゴン/SUVのスタイリングを極めるとともに上質なコンフォート性および操縦安定性を両立。フル乗車時の快適性能にもこだわったセッティングは、街乗りはもちろん高速走行にも優れます。,,/assets/img/brand/img/1010.gif,TYPE-W,,,,,,,/shop_menu/sale/item/10008.php,Aragosta[アラゴスタ],TYPE-W[タイプW],ワゴン/SUVのスタイリングを極めるとともに上質なコンフォート性および操縦安定性を両立。フル乗車時の快適性能にもこだわったセッティングは、街乗りはもちろん高速走行にも優れます。,・Φ40/Φ46高剛性スティールシリンダー+カチオン塗装・Φ46正立ストラット・ピロ/ラバー/純正アッパーマウント・全長調整機能/20段減衰力調整機能・rana spring※車種によりTYPEそれぞれの仕様は異なります。詳しくは詳細ページをご確認ください。
shop_menu/set/item/10009.php,,KTS-web 工賃セットメニュー Aragosta TYPE-SA,1000分の1秒単位まで減衰力の可変速度にこだわり、内部パーツ全てを独自設計。刻々と変化する路面状況や車両姿勢にも純正では成し得ないアクティブ制御を実現します。純正の電子制御式ショック機能に対応しているため、プラグイン接続のみの手軽さでコクピットのショックコントロールスイッチもそのまま使用可能。各モードで最適化したアラゴスタフィールが体感可能です。R35 GT-R専用PnPモデルでは純正の[コンフォート]、[ノーマル]、[R]スイッチに対応。手軽に純正を凌ぐアクティブ制御が体感出来ます。,,/assets/img/brand/img/1010.gif,TYPE-SA,,,,,,,/shop_menu/sale/item/10009.php,Aragosta[アラゴスタ],TYPE-SA[タイプSA],1000分の1秒単位まで減衰力の可変速度にこだわり、内部パーツ全てを独自設計。刻々と変化する路面状況や車両姿勢にも純正では成し得ないアクティブ制御を実現します。純正の電子制御式ショック機能に対応しているため、プラグイン接続のみの手軽さでコクピットのショックコントロールスイッチもそのまま使用可能。各モードで最適化したアラゴスタフィールが体感可能です。R35 GT-R専用PnPモデルでは純正の[コンフォート]、[ノーマル]、[R]スイッチに対応。手軽に純正を凌ぐアクティブ制御が体感出来ます。,・完全オリジナル設計・セミアクティブサスペンション・プラグイン接続で純正の3段階モードスイッチに対応（R35 GT-Rの場合）・純正3Gセンサー情報を基に、瞬時に減衰力をアクティブ制御・独自の内部構造によりノーマルを上回る反応速度を実現・全長調整機能/ranaスプリング標準装備・リセッティング、オーバーホール対応
